timestamp,T000000,T000001,T000002,T000003,T000004
2002-01-01 00:00:00,5714.045004,3535.867064,3382.041342,1191.078014,315.915504
2002-01-01 00:30:00,5360.189078,3383.499028,3288.315794,1219.589472,306.245864
2002-01-01 01:00:00,5014.835118,3655.527552,3172.329022,1119.173498,305.762576
2002-01-01 01:30:00,4602.755516,3510.446636,3020.312986,1016.407248,295.602196
2002-01-01 02:00:00,4285.179828,3294.697156,2918.082882,923.499578,290.44707
2002-01-01 02:30:00,4074.894442,3111.845838,2839.923882,855.867986,282.57759
2002-01-01 03:00:00,3942.936134,2967.892586,2810.689154,804.80413,277.69208
2002-01-01 03:30:00,3883.997482,2847.645242,2768.326638,778.998098,275.753874
2002-01-01 04:00:00,3877.679938,2769.240062,2738.258968,758.394266,278.291842
2002-01-01 04:30:00,3837.716602,2728.49286,2727.97564,747.304818,272.943852
2002-01-01 05:00:00,3897.023942,2688.516606,2730.733182,748.58575,276.321004
2002-01-01 05:30:00,3964.149742,2697.334454,2759.757436,727.31066,285.909406
2002-01-01 06:00:00,4036.139836,2765.932788,2834.16837,727.925764,307.05393
2002-01-01 06:30:00,4245.776094,2808.799102,2972.05249,725.562598,319.948486
2002-01-01 07:00:00,4503.46147,2707.970464,3128.22936,751.361364,317.9258
2002-01-01 07:30:00,4773.508194,2749.80017,3306.645576,746.148796,337.893218
2002-01-01 08:00:00,5105.502952,2817.77094,3487.557754,760.403886,366.229078
2002-01-01 08:30:00,5387.25472,2880.38106,3627.602212,780.931318,381.917356
2002-01-01 09:00:00,5593.59965,2938.425884,3709.966502,803.033762,395.81519
2002-01-01 09:30:00,5787.18208,2999.91173,3835.53481,809.968922,403.38167
2002-01-01 10:00:00,5929.757306,3042.307434,3930.46362,828.612846,407.447476
2002-01-01 10:30:00,6063.754658,3062.617608,3973.143204,845.599676,406.74458
2002-01-01 11:00:00,6183.790812,3083.040352,4012.74531,853.938866,407.743764
2002-01-01 11:30:00,6261.027064,3064.28066,4061.631662,864.330096,409.235954
2002-01-01 12:00:00,6315.720632,3050.940382,4082.036424,855.240334,399.717516
2002-01-01 12:30:00,6358.840842,3028.767334,4071.331376,872.564402,380.74951
2002-01-01 13:00:00,6337.851854,3017.533044,4075.653864,857.93152,376.316608
2002-01-01 13:30:00,6404.352896,3004.483518,4079.413378,871.276328,378.970658
2002-01-01 14:00:00,6484.171474,2998.258214,4087.217832,851.393616,383.520972
2002-01-01 14:30:00,6560.220964,3015.238364,4037.583658,855.805046,388.472544
2002-01-01 15:00:00,6654.734154,3083.572706,4056.028798,850.788948,386.181334
2002-01-01 15:30:00,6735.109466,3137.844596,4080.047638,855.752386,401.371678
2002-01-01 16:00:00,6771.91698,3207.363614,4147.177912,876.531868,427.544734
2002-01-01 16:30:00,6879.16775,3283.306148,4167.134718,901.985724,437.102542
2002-01-01 17:00:00,6870.745484,3273.149734,4241.875486,943.170656,430.401494
2002-01-01 17:30:00,6837.42248,3253.862108,4285.347546,948.404264,423.677482
2002-01-01 18:00:00,6683.476014,3202.805156,4260.112368,939.482004,421.673562
2002-01-01 18:30:00,6586.68355,3198.039266,4309.911992,933.720786,420.510582
2002-01-01 19:00:00,6603.379982,3231.408602,4420.832182,935.757108,417.670944
2002-01-01 19:30:00,6726.09348,3278.49398,4420.45089,954.584554,425.504536
2002-01-01 20:00:00,6629.58311,3333.34311,4324.99421,967.608372,435.45765
2002-01-01 20:30:00,6351.227286,3295.496412,4202.511204,974.527402,433.87001
2002-01-01 21:00:00,6339.486132,3183.491102,4171.503798,965.489562,410.079102
2002-01-01 21:30:00,6130.854328,3072.274192,4063.9181,949.69294,376.131504
2002-01-01 22:00:00,6027.0887,3015.028614,3987.975794,925.146154,339.25355
2002-01-01 22:30:00,5784.833806,3000.72157,3898.020394,956.211498,316.699674
2002-01-01 23:00:00,5558.533858,3427.171146,3885.625366,989.302776,291.575552
2002-01-01 23:30:00,5375.713684,3436.701198,3656.812424,1094.882898,274.88734
2002-01-02 00:00:00,5167.553242,3343.604854,3440.757568,1105.207746,263.643192
2002-01-02 00:30:00,4897.041952,3235.615026,3288.191872,1135.245692,259.545232
2002-01-02 01:00:00,4595.556714,3545.856956,3201.48003,1047.10338,255.909814
2002-01-02 01:30:00,4318.445672,3444.969464,3108.780974,957.807518,252.86426
2002-01-02 02:00:00,4127.44116,3275.705636,3027.968126,881.783898,259.211318
2002-01-02 02:30:00,4051.329164,3107.209382,2982.8351,836.332376,259.083298
2002-01-02 03:00:00,4020.862548,2983.269096,2947.436194,797.887308,258.725596
2002-01-02 03:30:00,4046.353832,2913.659042,2934.127552,778.555604,263.680348
2002-01-02 04:00:00,4160.942446,2903.388074,2937.941002,771.716874,277.22322
2002-01-02 04:30:00,4296.117484,2950.549066,2967.285632,783.64956,286.933546
2002-01-02 05:00:00,4585.664878,3087.359348,3062.613812,805.918976,319.208734
2002-01-02 05:30:00,4924.16968,3257.47528,3204.98862,843.30275,358.636608
2002-01-02 06:00:00,5233.702866,3491.167838,3489.90601,881.214768,396.356476
2002-01-02 06:30:00,5614.887114,3645.58139,3796.945574,940.958948,438.18032
2002-01-02 07:00:00,6027.623838,3602.18643,4160.370734,1016.679428,459.663564
2002-01-02 07:30:00,6431.409432,3748.842034,4478.975394,1046.134706,477.829878
2002-01-02 08:00:00,6804.882168,3762.994036,4777.77991,1066.768686,491.178234
2002-01-02 08:30:00,7015.646482,3877.969134,4961.491754,1105.103596,485.705036
2002-01-02 09:00:00,7201.668614,3870.471966,5103.49106,1113.947968,487.803608
2002-01-02 09:30:00,7321.656296,3869.243446,5181.876414,1128.204228,475.624688
2002-01-02 10:00:00,7403.142414,3935.652936,5193.676408,1137.73723,466.930282
2002-01-02 10:30:00,7516.688176,3887.479474,5241.77614,1137.146782,478.47236
2002-01-02 11:00:00,7556.55684,3965.427802,5266.35604,1159.857886,475.588558
2002-01-02 11:30:00,7618.05666,3897.412024,5290.945466,1155.656268,469.058042
2002-01-02 12:00:00,7697.457744,3928.999646,5281.705424,1155.387286,472.735272
2002-01-02 12:30:00,7769.224558,3871.134914,5300.499574,1152.38215,460.19811
2002-01-02 13:00:00,7833.524628,3906.080072,5299.96685,1145.812084,451.349808
2002-01-02 13:30:00,7860.120048,3837.169544,5309.729586,1154.79256,456.220616
2002-01-02 14:00:00,7898.619722,3872.01927,5277.801156,1146.762816,464.598252
2002-01-02 14:30:00,7948.72564,3826.18328,5314.470356,1142.508234,465.10433
2002-01-02 15:00:00,7953.889596,3850.09651,5379.413324,1147.557636,474.786108
2002-01-02 15:30:00,7983.885132,3899.331164,5383.064982,1139.26794,487.887276
2002-01-02 16:00:00,7926.819222,3892.743192,5371.835454,1141.10282,510.108382
2002-01-02 16:30:00,7823.570822,3948.986868,5372.80631,1135.361946,525.78244
2002-01-02 17:00:00,7555.547278,3847.675596,5288.565846,1122.969742,522.650212
2002-01-02 17:30:00,7412.134198,3732.561448,5166.441134,1100.104736,510.023326
2002-01-02 18:00:00,7118.39952,3584.402686,5001.90636,1085.276458,498.405542
2002-01-02 18:30:00,6889.27887,3441.90802,5045.333698,1050.548614,488.984882
2002-01-02 19:00:00,6843.122642,3406.909338,5184.498098,1025.133046,471.62773
2002-01-02 19:30:00,6854.827172,3463.409522,5170.309856,1026.07516,473.823698
2002-01-02 20:00:00,6613.0213,3551.80775,5048.917842,1051.812508,479.346948
2002-01-02 20:30:00,6348.101936,3584.5723,4910.616456,1074.836742,473.489678
2002-01-02 21:00:00,6421.054674,3498.030948,4779.794818,1072.619554,453.892192
2002-01-02 21:30:00,6256.992478,3353.994556,4607.802884,1042.50359,417.429988
2002-01-02 22:00:00,6244.409162,3286.18189,4470.50413,1014.582906,375.828962
2002-01-02 22:30:00,6047.620714,3179.591868,4306.566286,1032.739796,350.024946
2002-01-02 23:00:00,5870.76331,3633.548438,4247.828868,1059.936272,316.590442
2002-01-02 23:30:00,5689.082878,3638.506286,3992.415962,1163.669918,300.10114
2002-01-03 00:00:00,5432.30151,3556.318368,3727.917378,1171.027672,291.842584
2002-01-03 00:30:00,5150.735902,3392.13147,3607.775256,1187.963882,286.288378
2002-01-03 01:00:00,4784.524398,3744.34363,3437.332566,1102.41078,286.333556
2002-01-03 01:30:00,4471.649248,3597.313272,3314.921604,1000.159598,284.764974
2002-01-03 02:00:00,4222.14354,3413.140228,3239.487366,930.619982,288.87618
2002-01-03 02:30:00,4082.993422,3256.917452,3217.929888,872.569882,285.944842
2002-01-03 03:00:00,4044.937714,3103.616568,3191.567202,842.930352,286.128232
2002-01-03 03:30:00,4083.745034,3033.436666,3185.04137,812.651566,288.848088
2002-01-03 04:00:00,4206.11765,2993.665924,3198.597074,814.34994,296.820056
2002-01-03 04:30:00,4309.146858,3120.775834,3193.805644,827.887776,310.326506
2002-01-03 05:00:00,4613.344406,3189.366234,3255.092978,846.179338,337.392892
2002-01-03 05:30:00,4971.020222,3348.39239,3368.363874,885.238898,381.55599
2002-01-03 06:00:00,5242.060492,3602.86869,3671.168026,926.192232,428.577888
2002-01-03 06:30:00,5628.702966,3834.10245,3951.565546,1000.936388,466.961022
2002-01-03 07:00:00,5893.928178,3790.905306,4287.656374,1056.757674,499.167762
2002-01-03 07:30:00,6159.354626,3873.05831,4559.061942,1077.607198,505.034146
2002-01-03 08:00:00,6476.266842,3891.421732,4827.6351,1112.36227,505.771674
2002-01-03 08:30:00,6615.881352,3959.77853,4966.878504,1137.008622,501.228186
2002-01-03 09:00:00,6741.521146,3920.180596,5051.353124,1143.180778,487.416522
2002-01-03 09:30:00,6737.216792,3929.518466,5110.11299,1156.343998,477.671874
2002-01-03 10:00:00,6787.471672,3949.353158,5134.221468,1158.481062,471.345008
2002-01-03 10:30:00,6814.402406,3932.100454,5160.140176,1162.989964,457.971808
2002-01-03 11:00:00,6817.083908,3993.145364,5165.688602,1169.604612,449.253422
2002-01-03 11:30:00,6846.427492,3922.278674,5186.028442,1180.99294,468.18789
2002-01-03 12:00:00,6902.96861,3926.225774,5177.130634,1183.58487,456.85769
2002-01-03 12:30:00,6867.200146,3900.078842,5172.08939,1188.705858,448.53438
2002-01-03 13:00:00,6883.707984,3911.674812,5177.902808,1197.694662,443.857304
2002-01-03 13:30:00,6905.059434,3933.477478,5178.573678,1203.660722,441.12808
2002-01-03 14:00:00,6921.757222,3938.367446,5144.876116,1203.751442,447.708112
2002-01-03 14:30:00,6944.313936,3885.16745,5132.251262,1202.273794,449.072586
2002-01-03 15:00:00,6989.755534,3917.582082,5105.15374,1183.394236,446.951144
2002-01-03 15:30:00,6978.113618,3936.950596,5083.885528,1177.227506,465.512778
2002-01-03 16:00:00,6923.63314,3956.210756,5048.645982,1184.046016,473.27268
2002-01-03 16:30:00,6873.775182,3945.383788,5029.092198,1185.149634,480.892514
2002-01-03 17:00:00,6676.082658,3870.038126,4988.530632,1172.247268,471.657318
2002-01-03 17:30:00,6542.256676,3743.912462,4924.939682,1143.129818,463.783914
2002-01-03 18:00:00,6330.630964,3609.783412,4804.503762,1119.318028,458.622984
2002-01-03 18:30:00,6134.810224,3525.29255,4802.864966,1086.378784,451.524918
2002-01-03 19:00:00,6158.359934,3477.728362,4917.320958,1072.284988,442.075242
